City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
293,Siddipet,18.1,78.85,79.99,41,73,12.33,IN,2022-11-11 07:13:55
294,Nara,34.6851,135.8049,70.97,47,0,3.02,JP,2022-11-11 07:10:06
295,Presidente Dutra,-5.29,-44.49,73.44,87,20,2.06,BR,2022-11-11 07:13:56
296,Atar,20.5169,-13.0499,72.09,17,94,3.89,MR,2022-11-11 07:13:56
297,Laguna,38.421,-121.4238,47.17,90,0,0.0,US,2022-11-11 07:13:56
298,Halifax,44.6453,-63.5724,55.49,77,32,3.0,CA,2022-11-11 07:11:01
299,Lebedyn,50.5852,34.4849,42.01,83,100,7.05,UA,2022-11-11 07:13:57
300,Garissa,-0.4536,39.6401,83.52,59,77,11.81,KE,2022-11-11 07:13:57
301,Eha Amufu,6.6592,7.7596,77.47,79,99,3.62,NG,2022-11-11 07:13:57
302,Touros,-5.1989,-35.4608,78.26,74,100,12.03,BR,2022-11-11 07:13:58
303,Praesto,55.1178,12.0573,54.57,88,100,20.11,DK,2022-11-11 07:13:58
304,Zhezkazgan,47.8043,67.7144,26.58,93,100,4.47,KZ,2022-11-11 07:13:59
305,Oistins,13.0667,-59.5333,79.29,82,100,15.08,BB,2022-11-11 07:11:08
306,Dourados,-22.2211,-54.8056,67.93,84,100,11.36,BR,2022-11-11 07:13:59
307,Rio Gallegos,-51.6226,-69.2181,44.65,93,100,6.91,AR,2022-11-11 07:14:00
308,Harper,4.375,-7.7169,76.8,86,97,6.42,LR,2022-11-11 07:14:00
309,Yeppoon,-23.1333,150.7333,78.58,61,0,11.1,AU,2022-11-11 07:14:00
310,Port Lincoln,-34.7333,135.8667,63.37,65,100,14.9,AU,2022-11-11 07:14:01
311,Honiara,-9.4333,159.95,78.78,90,100,2.64,SB,2022-11-11 07:10:31
312,Saint-Pierre,-21.3393,55.4781,83.17,57,0,18.41,RE,2022-11-11 07:09:26
313,Chengde,40.9725,117.9361,58.55,64,100,1.23,CN,2022-11-11 07:14:01
314,Fort Frances,48.5999,-93.4003,27.16,80,100,9.22,CA,2022-11-11 07:14:01
315,Itaituba,-4.2761,-55.9836,72.55,87,100,1.57,BR,2022-11-11 07:15:02
316,Makakilo City,21.3469,-158.0858,74.68,67,0,8.05,US,2022-11-11 07:15:03
317,Zhaotong,27.3167,103.7167,70.47,29,5,10.42,CN,2022-11-11 07:15:03
318,Sabang,5.8933,95.3214,77.4,84,100,6.22,ID,2022-11-11 07:15:03
319,Awbari,26.5921,12.7805,61.38,56,5,6.71,LY,2022-11-11 07:15:04
320,Kropotkin,45.4375,40.5756,48.79,66,29,7.31,RU,2022-11-11 07:15:04
321,Gat,31.61,34.7642,73.4,100,0,6.6,IL,2022-11-11 07:15:05
322,Punto Fijo,11.6956,-70.1996,80.06,80,78,6.35,VE,2022-11-11 07:15:05
323,Pangody,65.85,74.4859,12.15,95,100,11.74,RU,2022-11-11 07:15:06
324,Launceston,-41.45,147.1667,69.44,71,98,20.71,AU,2022-11-11 07:15:06
325,Swan Hill,-35.3378,143.5544,78.71,39,7,10.51,AU,2022-11-11 07:15:06
326,Broken Hill,-31.95,141.4333,84.97,28,89,10.36,AU,2022-11-11 07:15:07
327,Mvuma,-19.2792,30.5283,69.24,73,100,7.56,ZW,2022-11-11 07:15:07
328,Balingasay,16.3573,119.8564,86.2,68,12,8.34,PH,2022-11-11 07:15:07
329,Turbat,26.0023,63.044,89.55,20,5,8.05,PK,2022-11-11 07:15:08
330,Linqiong,30.4159,103.4609,69.84,69,77,2.13,CN,2022-11-11 07:15:08
331,Tenango,18.65,-98.1833,65.84,72,0,2.04,MX,2022-11-11 07:15:08
332,Coihueco,-36.6167,-71.8333,54.34,94,75,4.61,CL,2022-11-11 07:15:09
333,Semey,50.4111,80.2275,32.22,59,0,11.18,KZ,2022-11-11 07:15:09
334,Havre-Saint-Pierre,50.2334,-63.5986,35.87,78,100,8.77,CA,2022-11-11 07:15:10
335,Muhos,64.808,25.9931,42.58,94,100,13.76,FI,2022-11-11 07:15:10
336,Bubaque,11.2833,-15.8333,81.73,71,100,8.9,GW,2022-11-11 07:15:10
337,Bikaner,28.0167,73.3,82.9,28,0,4.14,IN,2022-11-11 07:15:11
338,Jalu,29.0331,21.5482,62.96,53,0,7.47,LY,2022-11-11 07:15:11
339,Sorong,-0.8833,131.25,83.89,74,64,6.78,ID,2022-11-11 07:15:12
340,Anadyr,64.75,177.4833,0.48,84,0,4.47,RU,2022-11-11 07:15:12
341,Hambantota,6.1241,81.1185,85.77,62,89,10.36,LK,2022-11-11 07:15:12
342,Richards Bay,-28.783,32.0377,73.26,75,100,7.7,ZA,2022-11-11 07:15:13
343,Zhenlai,45.8495,123.2973,52.09,38,100,10.96,CN,2022-11-11 07:15:13
344,Sisimiut,66.9395,-53.6735,15.31,84,100,10.56,GL,2022-11-11 07:15:14
345,Ejido,8.5514,-71.2375,65.64,94,100,2.51,VE,2022-11-11 07:15:14
346,Cidreira,-30.1811,-50.2056,65.3,87,100,12.55,BR,2022-11-11 07:15:14
347,Fort Nelson,58.8053,-122.7002,8.94,90,100,0.74,CA,2022-11-11 07:15:15
348,Batemans Bay,-35.7167,150.1833,65.1,73,100,2.28,AU,2022-11-11 07:15:15
349,Waipawa,-41.4122,175.5153,52.81,97,100,14.07,NZ,2022-11-11 07:15:15
350,Buraydah,26.326,43.975,80.04,26,100,10.33,SA,2022-11-11 07:12:17
351,Batsfjord,70.6345,29.7185,33.58,86,75,17.27,NO,2022-11-11 07:15:16
352,Lardos,36.0942,28.0157,66.02,48,0,2.68,GR,2022-11-11 07:15:16
353,Sioux Lookout,50.1001,-91.917,22.41,93,100,13.47,CA,2022-11-11 07:15:16
354,Morgan City,29.6994,-91.2068,55.99,94,0,0.0,US,2022-11-11 07:15:17
355,Oktyabrskoye,43.0645,44.7417,42.94,81,75,2.24,RU,2022-11-11 07:15:17
356,Marsaxlokk,35.8419,14.5431,67.08,82,20,4.61,MT,2022-11-11 07:15:18
357,Mineiros,-17.5694,-52.5511,68.07,76,48,6.04,BR,2022-11-11 07:15:18
358,Todos Santos,23.45,-110.2167,69.44,83,6,5.17,MX,2022-11-11 07:15:18
359,Simao,22.7886,100.9748,77.81,33,0,4.12,CN,2022-11-11 07:15:19
360,Macapa,0.0389,-51.0664,75.18,100,0,2.3,BR,2022-11-11 07:11:11
361,Watertown,42.3709,-71.1828,59.23,80,0,17.27,US,2022-11-11 07:15:19
362,Krasnoselkup,65.7,82.4667,8.55,90,100,15.7,RU,2022-11-11 07:15:20
363,Camana,-16.6228,-72.7111,64.18,89,42,6.67,PE,2022-11-11 07:15:20
364,Pisco,-13.7,-76.2167,59.05,88,5,2.3,PE,2022-11-11 07:14:43
365,Lenger,42.183,69.8839,27.84,45,0,4.81,KZ,2022-11-11 07:16:20
366,Tripoli,32.8752,13.1875,67.32,73,96,8.01,LY,2022-11-11 07:12:33
367,Kozhva,65.1073,57.0459,23.92,98,89,4.0,RU,2022-11-11 07:16:21
368,Baykit,61.67,96.37,21.13,94,100,3.69,RU,2022-11-11 07:16:21
369,Vestmanna,62.1564,-7.1664,49.12,93,100,16.11,FO,2022-11-11 07:16:22
370,San Rafael,-34.6177,-68.3301,60.19,81,100,14.0,AR,2022-11-11 07:16:22
371,Santa Maria Del Oro,25.9333,-105.3667,53.87,58,50,5.68,MX,2022-11-11 07:16:22
372,Koungou,-12.7336,45.2042,83.91,70,100,12.66,YT,2022-11-11 07:16:23
373,Ola,59.5833,151.2833,4.37,75,79,11.07,RU,2022-11-11 07:16:23
374,Belozerskoye,55.8214,65.5842,34.0,100,100,9.08,RU,2022-11-11 07:16:23
375,Veraval,20.9,70.3667,88.5,39,6,4.09,IN,2022-11-11 07:13:23
376,Rio Grande,-32.035,-52.0986,63.7,89,100,12.1,BR,2022-11-11 07:16:24
377,Tari,12.4086,4.4914,77.4,32,95,7.58,NG,2022-11-11 07:16:24
378,Tiarei,-17.5333,-149.3333,78.82,85,41,14.54,PF,2022-11-11 07:16:24
379,Barcelona,41.3888,2.159,65.53,77,20,11.5,ES,2022-11-11 07:16:08
380,Lompoc,34.6391,-120.4579,53.6,91,0,6.91,US,2022-11-11 07:16:25
381,Jacksonville,30.3322,-81.6556,74.1,83,100,18.41,US,2022-11-11 07:12:14
382,Kahului,20.8947,-156.47,75.22,82,40,6.91,US,2022-11-11 07:16:25
383,Pangnirtung,66.1451,-65.7125,-6.02,93,66,4.45,CA,2022-11-11 07:16:26
384,Wanaka,-44.7,169.15,64.92,57,100,2.13,NZ,2022-11-11 07:16:26
385,San Carlos,9.6612,-68.5827,71.64,94,99,3.15,VE,2022-11-11 07:16:26
386,Vondrozo,-22.8167,47.2833,81.16,50,4,5.37,MG,2022-11-11 07:16:27
387,Coquimbo,-29.9533,-71.3436,58.73,88,100,2.3,CL,2022-11-11 07:16:27
388,Tautira,-17.7333,-149.15,76.35,87,91,14.07,PF,2022-11-11 07:16:27
389,Great Yarmouth,52.6083,1.7305,59.25,86,66,21.07,GB,2022-11-11 07:16:28
390,Fort Beaufort,-32.7748,26.6338,72.7,58,100,2.24,ZA,2022-11-11 07:16:28
391,Ternate,0.8,127.4,84.04,71,100,4.72,ID,2022-11-11 07:16:29
392,Kunming,25.0389,102.7183,69.73,28,0,17.9,CN,2022-11-11 07:16:04
393,Oranjemund,-28.55,16.4333,62.71,69,7,5.48,NA,2022-11-11 07:16:29
394,Myingyan,21.4667,95.3833,86.74,43,0,6.29,MM,2022-11-11 07:16:29
395,Ourossogui,15.6064,-13.3211,74.7,12,5,7.45,SN,2022-11-11 07:16:30
396,Ambilobe,-13.2,49.05,89.69,37,29,3.2,MG,2022-11-11 07:16:30
397,Pontes E Lacerda,-15.2261,-59.3353,74.62,68,67,3.47,BR,2022-11-11 07:16:30
398,Tasiilaq,65.6145,-37.6368,33.96,76,100,27.47,GL,2022-11-11 07:16:31
399,Kerema,-7.9631,145.7785,83.26,67,96,7.2,PG,2022-11-11 07:16:31
400,Mayo,38.8876,-76.5119,62.55,92,0,5.75,US,2022-11-11 07:16:31
401,Lagoa,39.05,-27.9833,60.82,67,2,21.0,PT,2022-11-11 07:16:32
402,Misratah,32.3754,15.0925,69.15,71,81,10.33,LY,2022-11-11 07:16:32
403,Erdenet,49.0333,104.0833,24.39,58,99,5.28,MN,2022-11-11 07:16:32
404,Luderitz,-26.6481,15.1594,63.86,60,5,9.46,NA,2022-11-11 07:16:33
405,Talcahuano,-36.7167,-73.1167,55.08,94,75,8.05,CL,2022-11-11 07:16:33
406,Cap Malheureux,-19.9842,57.6142,81.46,59,76,8.01,MU,2022-11-11 07:16:33
407,Tessalit,20.1986,1.0114,69.49,22,0,10.71,ML,2022-11-11 07:16:34
408,Sao Miguel Do Araguaia,-13.275,-50.1628,70.65,88,68,4.99,BR,2022-11-11 07:16:34
409,Jiuquan,39.7432,98.5174,44.13,36,100,12.21,CN,2022-11-11 07:16:34
410,Iberia,29.9502,-91.7507,57.27,94,0,4.61,US,2022-11-11 07:16:35
411,Ranong,9.9658,98.6348,85.93,74,96,8.01,TH,2022-11-11 07:16:35
412,Shitanjing,39.2342,106.3439,33.82,79,100,18.1,CN,2022-11-11 07:16:35
413,Matay,28.419,30.7792,68.54,59,0,15.21,EG,2022-11-11 07:16:35
414,Taiyuan,37.8694,112.5603,51.66,87,100,6.71,CN,2022-11-11 07:17:36
415,Tual,-5.6667,132.75,84.18,71,21,2.77,ID,2022-11-11 07:17:36
416,Emerald,-23.5333,148.1667,84.34,38,30,6.51,AU,2022-11-11 07:17:37
417,Presidencia Roque Saenz Pena,-26.7852,-60.4388,60.12,98,16,4.61,AR,2022-11-11 07:17:37
418,Vostok,46.4856,135.8833,30.92,35,100,3.98,RU,2022-11-11 07:17:37
419,Olinda,-8.0089,-34.8553,74.93,88,40,2.3,BR,2022-11-11 07:17:38
420,Kiyasovo,56.3491,53.1244,39.78,95,100,12.91,RU,2022-11-11 07:17:38
421,Waw,7.7029,27.9953,85.59,41,54,3.62,SS,2022-11-11 07:17:38
422,Sangar,63.9242,127.4739,0.72,95,100,12.03,RU,2022-11-11 07:17:39
423,Asheville,35.6009,-82.554,61.75,92,100,1.99,US,2022-11-11 07:15:19
424,Malindi,-3.2175,40.1191,83.7,68,68,8.93,KE,2022-11-11 07:17:39
425,Berlevag,70.8578,29.0864,33.8,93,100,9.22,NO,2022-11-11 07:17:39
426,Vega De Alatorre,20.0333,-96.6333,74.28,82,0,9.17,MX,2022-11-11 07:17:40
427,Yumen,40.2833,97.2,44.35,33,13,21.36,CN,2022-11-11 07:17:40
428,Khani,41.9563,42.9566,47.77,67,19,2.84,GE,2022-11-11 07:17:41
429,San Antonio,29.4241,-98.4936,72.27,90,100,4.61,US,2022-11-11 07:17:41
430,Katherine,-14.4667,132.2667,98.92,34,11,5.75,AU,2022-11-11 07:17:41
431,Agadir,30.4202,-9.5982,52.25,57,0,3.2,MA,2022-11-11 07:17:42
432,Cravo Norte,6.3017,-70.2041,74.73,91,100,3.53,CO,2022-11-11 07:17:42
433,Quelimane,-17.8786,36.8883,85.95,70,40,2.3,MZ,2022-11-11 07:17:42
434,Isangel,-19.55,169.2667,79.07,84,22,7.54,VU,2022-11-11 07:17:43
435,Guozhen,34.3659,107.359,50.29,68,100,8.23,CN,2022-11-11 07:17:43
436,Kyabram,-36.3167,145.05,72.82,69,30,6.08,AU,2022-11-11 07:15:31
437,Manaure,11.7751,-72.4445,78.62,84,100,4.12,CO,2022-11-11 07:17:43
438,Komsomolets,53.7453,62.0708,35.01,99,100,11.59,KZ,2022-11-11 07:17:44
439,Half Moon Bay,37.4636,-122.4286,51.91,82,0,4.61,US,2022-11-11 07:14:25
440,Deqing,30.5448,119.9599,75.69,69,78,7.56,CN,2022-11-11 07:17:44
441,Santa Rosalia,27.3167,-112.2833,62.06,64,30,6.35,MX,2022-11-11 07:17:45
442,Rio Verde De Mato Grosso,-18.9181,-54.8442,77.34,52,100,5.66,BR,2022-11-11 07:17:45
443,Hasaki,35.7333,140.8333,66.29,64,5,14.63,JP,2022-11-11 07:17:45
444,Upernavik,72.7868,-56.1549,11.32,83,100,2.93,GL,2022-11-11 07:17:46
445,Naze,28.3667,129.4833,76.12,80,89,16.96,JP,2022-11-11 07:17:46
446,Palmas Bellas,9.2319,-80.0867,77.34,93,100,4.59,PA,2022-11-11 07:17:46
447,Lubango,-14.9172,13.4925,68.29,26,31,3.71,AO,2022-11-11 07:17:47
448,Ketchikan,55.3422,-131.6461,34.9,98,100,9.82,US,2022-11-11 07:17:47
449,Wasilla,61.5814,-149.4394,31.17,94,100,3.44,US,2022-11-11 07:14:48
450,Port Hawkesbury,45.6169,-61.3485,53.58,88,100,10.36,CA,2022-11-11 07:17:47
451,Damnoen Saduak,13.5182,99.9547,91.04,62,90,8.05,TH,2022-11-11 07:17:48
452,Atambua,-9.1061,124.8925,82.0,69,100,2.26,ID,2022-11-11 07:17:48
453,Kaeo,-35.1,173.7833,63.45,96,29,5.32,NZ,2022-11-11 07:17:49
454,La Ronge,55.1001,-105.2842,3.45,85,40,6.91,CA,2022-11-11 07:15:37
455,Antalaha,-14.9003,50.2788,80.85,59,27,10.49,MG,2022-11-11 07:17:49
456,Borogontsy,62.6683,131.1683,1.54,97,100,5.68,RU,2022-11-11 07:17:49
457,Riviere-Au-Renard,48.9957,-64.3971,43.09,83,100,15.66,CA,2022-11-11 07:18:50
458,Trincomalee,8.5711,81.2335,82.65,68,100,2.57,LK,2022-11-11 07:13:53
459,Goderich,43.7501,-81.7165,60.91,58,100,11.5,CA,2022-11-11 07:18:50
460,Uberherrn,49.2419,6.6984,46.45,93,100,2.24,DE,2022-11-11 07:18:51
461,Bilibino,68.0546,166.4372,-12.57,100,99,1.43,RU,2022-11-11 07:18:51
462,Sao Joao Da Barra,-21.6403,-41.0511,71.19,95,79,8.16,BR,2022-11-11 07:18:51
463,Semme,46.1963,1.5007,46.81,76,24,4.23,FR,2022-11-11 07:18:52
464,Sucre,-19.0333,-65.2627,54.95,69,3,2.28,BO,2022-11-11 07:18:52
465,Cabedelo,-6.9811,-34.8339,75.87,83,99,5.82,BR,2022-11-11 07:15:14
466,Praia Da Vitoria,38.7333,-27.0667,56.75,94,20,11.39,PT,2022-11-11 07:15:53
467,Krasnovishersk,60.4078,57.082,35.42,100,100,2.71,RU,2022-11-11 07:18:52
468,Nam Som,17.7704,102.1895,90.7,51,100,2.26,TH,2022-11-11 07:18:53
469,Haines Junction,60.7522,-137.5108,17.55,93,100,1.14,CA,2022-11-11 07:18:53
470,Beibei,29.8256,106.4339,81.07,60,14,2.98,CN,2022-11-11 07:18:54
471,Kieta,-6.2167,155.6333,81.14,82,100,3.53,PG,2022-11-11 07:18:54
472,Lasa,46.6166,10.7002,43.68,51,100,3.13,IT,2022-11-11 07:18:55
473,Chimore,-16.9833,-65.1333,70.93,81,11,1.48,BO,2022-11-11 07:18:55
474,Nemuro,43.3236,145.575,44.56,53,27,8.5,JP,2022-11-11 07:18:55
475,Linhares,-19.3911,-40.0722,72.03,97,100,1.81,BR,2022-11-11 07:18:56
476,Rio De Janeiro,-22.9028,-43.2075,74.95,90,75,5.75,BR,2022-11-11 07:18:20
477,North Platte,41.1239,-100.7654,19.11,78,0,10.36,US,2022-11-11 07:15:31
478,Cozumel,20.5083,-86.9458,73.47,94,40,0.0,MX,2022-11-11 07:18:56
479,Kurayoshi,35.4333,133.8167,63.91,73,4,6.26,JP,2022-11-11 07:15:09
480,Hami,42.8,93.45,44.33,28,0,2.24,CN,2022-11-11 07:18:57
481,Mahon,39.8885,4.2658,64.96,94,20,14.97,ES,2022-11-11 07:18:57
482,Presidente Epitacio,-21.7633,-52.1156,74.28,43,100,9.75,BR,2022-11-11 07:18:57
483,Huallanca,-9.8993,-76.9417,43.72,87,100,3.31,PE,2022-11-11 07:18:58
484,Morondava,-20.2833,44.2833,84.69,65,17,4.23,MG,2022-11-11 07:18:58
485,Novochernorechenskiy,56.2669,91.0828,29.75,92,100,9.13,RU,2022-11-11 07:18:58
486,Bodden Town,19.2833,-81.25,80.01,75,0,7.34,KY,2022-11-11 07:18:59
487,Ceres,37.5949,-120.9577,47.05,91,0,4.61,US,2022-11-11 07:18:59
488,Humboldt,40.6665,-123.9178,31.55,87,100,2.44,US,2022-11-11 07:18:59
489,Mount Isa,-20.7333,139.5,98.37,30,75,12.66,AU,2022-11-11 07:19:00
490,Churapcha,62.0025,132.4325,4.91,97,100,4.21,RU,2022-11-11 07:19:00
491,Robertsport,6.7533,-11.3686,79.38,75,94,6.87,LR,2022-11-11 07:19:00
492,Zemio,5.0314,25.1361,77.94,74,93,2.53,CF,2022-11-11 07:19:01
493,Khorixas,-20.3667,14.9667,70.77,23,0,6.89,NA,2022-11-11 07:19:01
494,Vadso,70.0744,29.7487,33.96,86,75,16.11,NO,2022-11-11 07:19:01
495,Xinqing,48.2333,129.5,32.72,53,100,2.82,CN,2022-11-11 07:19:02
496,Chara,56.9064,118.2631,14.81,78,100,1.9,RU,2022-11-11 07:19:02
497,Melekhovo,56.2773,41.2935,42.94,93,100,9.95,RU,2022-11-11 07:19:02
498,Lewisporte,49.2499,-55.0482,35.31,87,100,3.91,CA,2022-11-11 07:19:03
499,Santa Lucia,27.9117,-15.5407,61.92,78,40,11.5,ES,2022-11-11 07:18:27
500,Izhma,65.0083,53.9113,26.73,95,96,7.76,RU,2022-11-11 07:19:03
501,Puerto Escondido,15.85,-97.0667,77.92,83,7,3.24,MX,2022-11-11 07:19:03
502,Nhulunbuy,-12.2333,136.7667,83.01,83,43,8.05,AU,2022-11-11 07:19:04
503,Zheleznodorozhnyy,55.7503,38.0042,45.36,93,100,8.48,RU,2022-11-11 07:20:04
504,Soyo,-6.1349,12.3689,78.58,75,100,5.39,AO,2022-11-11 07:20:04
505,Yonezawa,37.9167,140.1167,60.13,72,25,2.24,JP,2022-11-11 07:20:05
506,Karpogory,64.0019,44.4451,31.96,98,100,3.06,RU,2022-11-11 07:20:05
507,Palauig,15.435,119.9045,86.14,71,8,5.95,PH,2022-11-11 07:20:06
508,Alice Springs,-23.7,133.8833,88.21,40,100,3.0,AU,2022-11-11 07:20:06
509,Longyearbyen,78.2186,15.6401,26.44,68,20,16.11,SJ,2022-11-11 07:20:07
510,Darhan,49.4867,105.9228,29.88,50,30,5.03,MN,2022-11-11 07:20:07
511,Udachnyy,66.4167,112.4,-17.9,99,39,4.5,RU,2022-11-11 07:20:08
512,Kazerun,29.6195,51.6541,72.39,42,100,6.69,IR,2022-11-11 07:20:08
513,Sinnamary,5.3833,-52.95,76.78,88,76,6.02,GF,2022-11-11 07:20:08
514,Vestmannaeyjar,63.4427,-20.2734,45.28,87,100,13.44,IS,2022-11-11 07:20:09
515,Sept-Iles,50.2001,-66.3821,37.4,62,75,9.22,CA,2022-11-11 07:20:09
516,Opuwo,-18.0607,13.84,73.18,20,33,3.13,NA,2022-11-11 07:20:10
517,Flin Flon,54.7682,-101.865,4.05,98,77,3.44,CA,2022-11-11 07:15:37
518,Lake Cowichan,48.825,-124.0546,40.78,99,100,1.1,CA,2022-11-11 07:15:38
519,Brae,60.3964,-1.353,53.4,90,100,18.72,GB,2022-11-11 07:20:10
520,Ritchie,-29.038,24.6028,65.41,53,100,24.61,ZA,2022-11-11 07:20:10
521,Lisala,2.15,21.5167,71.35,97,100,1.54,CD,2022-11-11 07:20:11
522,Momil,9.2377,-75.6749,74.32,94,100,2.46,CO,2022-11-11 07:20:11
523,Ulladulla,-35.35,150.4667,71.17,66,100,4.52,AU,2022-11-11 07:20:12
524,Terney,45.0503,136.6092,39.96,47,100,6.96,RU,2022-11-11 07:20:12
525,Sao Gabriel Da Cachoeira,-0.1303,-67.0892,70.45,91,59,2.08,BR,2022-11-11 07:20:12
526,Kirakira,-10.4544,161.9205,78.82,89,100,10.02,SB,2022-11-11 07:20:13
527,Hilton Head Island,32.2163,-80.7526,73.4,96,75,6.91,US,2022-11-11 07:20:13
528,Saint Anthony,45.0205,-93.218,26.55,72,100,17.27,US,2022-11-11 07:15:39
529,Romny,50.751,33.4747,42.22,93,100,4.63,UA,2022-11-11 07:20:13
530,Milkovo,54.7167,158.6167,23.61,96,100,4.56,RU,2022-11-11 07:20:14
531,Petropavlovsk-Kamchatskiy,53.0452,158.6483,32.59,51,40,17.9,RU,2022-11-11 07:18:37
532,Ouidah,6.3631,2.0851,80.46,79,100,6.71,BJ,2022-11-11 07:20:14
533,Wattegama,6.7989,81.4808,86.43,59,90,4.27,LK,2022-11-11 07:20:15
534,Ahipara,-35.1667,173.1667,61.93,95,21,6.04,NZ,2022-11-11 07:20:15
535,Ahuimanu,21.4447,-157.8378,75.85,72,40,4.61,US,2022-11-11 07:20:16
536,Banjar,-8.19,114.9675,84.72,77,100,1.39,ID,2022-11-11 07:20:16
537,Yamada,39.4667,141.95,50.43,65,0,2.82,JP,2022-11-11 07:20:17
538,North Bend,43.4065,-124.2243,42.85,91,40,10.36,US,2022-11-11 07:15:38
539,Pemangkat,1.1667,108.9667,81.39,80,98,8.7,ID,2022-11-11 07:20:17
540,Christchurch,-43.5333,172.6333,55.94,78,75,24.16,NZ,2022-11-11 07:20:17
541,Cedartown,34.0537,-85.255,65.39,96,100,11.05,US,2022-11-11 07:20:18
542,Katsuura,35.1333,140.3,67.35,64,76,15.01,JP,2022-11-11 07:20:19
543,Cockburn Town,21.4612,-71.1419,81.9,79,2,16.75,TC,2022-11-11 07:20:19
544,Chivay,-15.6383,-71.6011,36.81,41,1,1.68,PE,2022-11-11 07:20:19
545,Auki,-8.7676,160.7034,77.94,88,100,6.89,SB,2022-11-11 07:20:20
546,Galle,6.0367,80.217,83.01,73,100,13.27,LK,2022-11-11 07:16:40
547,Tabou,4.423,-7.3528,76.77,86,52,5.28,CI,2022-11-11 07:20:20
548,Turan,16.0678,108.2208,84.18,70,40,8.05,VN,2022-11-11 07:21:21
549,Biak,-0.9131,122.8766,84.87,66,93,3.2,ID,2022-11-11 07:21:21
550,Dhidhdhoo,6.8833,73.1,81.82,70,100,4.16,MV,2022-11-11 07:21:21
551,Amapa,1.0,-52.0,68.49,96,100,1.41,BR,2022-11-11 07:21:22
552,Hokitika,-42.7167,170.9667,59.36,75,100,5.41,NZ,2022-11-11 07:21:22
553,Rawson,-43.3002,-65.1023,51.64,88,7,3.94,AR,2022-11-11 07:21:23
554,Sergiyevsk,53.9413,51.165,39.29,88,100,12.71,RU,2022-11-11 07:21:23
555,Shar,49.5886,81.0453,31.68,80,94,8.93,KZ,2022-11-11 07:21:23
556,Tsiroanomandidy,-18.7667,46.0333,82.83,48,33,2.62,MG,2022-11-11 07:21:24
